N,P,K,pH,Rainfall(mm),Temperature(°C),Humidity(%),SoilType,Region,Season,Crop,SoilOrganicCarbon(%),Altitude(m),IrrigationAvailability,WindSpeed(km/h),SoilMoisture(%),WaterTableDepth(m),HistoricalYield(t/ha)
12,140,89,6.52,78.0,34.7,61.3,Clay,Maharashtra,Rabi,Wheat,1.4,2097.0,No,6.2,20.1,16.4,3.57
17,142,48,6.24,114.6,29.7,45.0,Peaty,Punjab,Rabi,Sugarcane,0.32,2086.0,Yes,20.0,39.0,21.0,7.94
131,23,21,5.41,278.5,36.0,44.7,Peaty,West Bengal,Kharif,Cotton,0.21,629.0,No,11.4,32.5,10.2,4.69
83,42,24,5.75,163.1,31.4,77.5,Loamy,Bihar,Rabi,Bajra,1.72,2727.0,No,23.3,12.4,28.5,8.5
49,118,176,7.54,262.1,32.3,61.7,Sandy,Tamil Nadu,Zaid,Pulses,0.55,1229.0,Yes,21.8,37.8,11.2,8.17
21,113,116,5.68,113.7,20.9,80.3,Silty,Bihar,Rabi,Barley,1.12,1784.0,Yes,25.9,41.7,15.7,4.04
64,30,130,7.11,274.8,29.4,88.5,Loamy,West Bengal,Rabi,Cotton,0.83,1026.0,Yes,14.9,30.3,8.9,2.89
65,92,119,6.16,134.1,21.2,73.1,Sandy,Punjab,Zaid,Barley,0.65,62.0,Yes,7.3,36.0,21.9,6.56
77,111,16,6.46,146.2,30.3,43.8,Loamy,Punjab,Kharif,Jowar,0.93,1221.0,No,28.4,39.9,25.8,2.23
29,144,63,6.51,127.9,24.6,57.1,Loamy,Bihar,Rabi,Jowar,2.96,2281.0,No,18.6,13.4,26.5,7.07
16,45,82,6.25,89.4,26.0,79.4,Chalky,Gujarat,Rabi,Wheat,0.21,1224.0,No,10.2,20.7,1.5,6.54
51,51,95,7.85,271.4,25.0,71.5,Peaty,Maharashtra,Zaid,Barley,1.37,2791.0,No,21.9,28.8,8.1,6.0
79,40,126,4.95,218.6,27.1,84.2,Clay,Punjab,Rabi,Cotton,1.03,2971.0,No,10.6,49.6,18.0,7.71
78,58,156,5.35,232.0,32.9,46.9,Loamy,Maharashtra,Rabi,Bajra,2.3,18.0,No,13.5,36.8,1.8,2.18
129,91,71,4.31,247.7,20.9,42.6,Loamy,Tamil Nadu,Kharif,Rice,2.15,1958.0,No,6.9,21.4,22.2,2.92
19,46,176,8.12,257.6,38.2,74.6,Chalky,Maharashtra,Kharif,Wheat,0.59,1497.0,No,22.3,31.8,3.1,9.44
128,64,166,6.43,295.0,34.1,50.0,Peaty,Punjab,Rabi,Cotton,2.92,2151.0,No,12.7,15.4,25.3,8.02
139,132,171,6.22,223.7,21.6,41.0,Chalky,Bihar,Rabi,Pulses,2.84,2382.0,Yes,1.1,42.5,20.8,3.93
93,56,63,4.8,139.6,27.3,69.3,Chalky,Punjab,Zaid,Maize,2.75,624.0,Yes,26.4,22.4,10.7,2.26
47,140,57,5.74,123.5,39.5,75.8,Clay,Gujarat,Zaid,Maize,2.2,902.0,Yes,12.2,22.5,22.3,6.92
46,55,52,4.2,134.0,23.5,54.3,Loamy,Gujarat,Rabi,Sugarcane,1.69,2765.0,Yes,12.2,8.4,24.0,8.4
25,51,61,5.52,98.0,29.2,44.6,Peaty,Maharashtra,Kharif,Wheat,0.57,2819.0,Yes,12.2,13.6,7.6,6.94
6,89,34,4.45,291.9,36.7,61.9,Sandy,Gujarat,Kharif,Pulses,0.85,1819.0,Yes,12.6,17.6,5.6,1.73
25,44,181,7.17,179.2,24.8,72.5,Silty,Bihar,Zaid,Jowar,2.62,1174.0,No,29.8,28.0,12.0,7.64
90,57,8,4.24,165.6,30.6,46.0,Silty,Andhra Pradesh,Zaid,Maize,1.76,1347.0,Yes,26.6,14.1,20.3,8.98
86,16,43,6.74,145.1,24.3,84.4,Loamy,Punjab,Kharif,Maize,0.98,512.0,Yes,14.2,17.3,15.0,6.67
75,11,96,8.14,293.5,21.7,77.5,Sandy,Andhra Pradesh,Kharif,Pulses,0.48,2927.0,No,13.1,7.4,29.8,4.83
12,125,41,4.3,257.0,23.6,46.9,Loamy,Punjab,Rabi,Bajra,2.87,2548.0,No,17.1,7.1,11.9,4.03
89,54,95,8.2,182.8,20.3,56.4,Clay,Bihar,Rabi,Barley,0.71,2073.0,No,12.0,28.6,11.2,4.85
133,70,83,7.74,264.4,37.9,42.3,Silty,Maharashtra,Zaid,Pulses,0.65,1764.0,No,2.3,27.5,6.3,7.79
133,27,146,6.12,291.8,27.6,72.4,Sandy,Bihar,Zaid,Maize,1.48,120.0,Yes,23.4,17.5,13.8,7.79
49,75,103,5.0,172.5,27.6,50.2,Peaty,Andhra Pradesh,Kharif,Pulses,1.33,2132.0,No,1.4,20.4,3.0,5.91
116,93,120,8.26,282.7,22.6,74.3,Clay,West Bengal,Zaid,Rice,1.26,1624.0,No,25.8,17.9,24.6,3.67
92,126,85,6.26,171.5,25.0,79.1,Peaty,Gujarat,Kharif,Sugarcane,2.36,1111.0,No,24.8,40.6,26.6,8.66
24,129,197,5.49,137.0,39.5,88.5,Chalky,Gujarat,Zaid,Cotton,2.02,418.0,No,23.9,18.6,20.0,7.89
3,84,66,6.2,101.4,35.8,69.7,Peaty,Andhra Pradesh,Rabi,Bajra,1.52,597.0,No,15.4,25.6,10.0,7.08
35,18,188,4.13,271.2,23.3,66.7,Chalky,Tamil Nadu,Zaid,Maize,0.84,1249.0,Yes,15.8,30.3,10.0,6.65
59,26,191,7.44,183.8,37.4,47.4,Clay,West Bengal,Zaid,Pulses,1.18,659.0,Yes,0.5,14.3,4.9,3.8
84,38,156,7.28,270.5,27.9,62.1,Chalky,Gujarat,Rabi,Bajra,1.37,241.0,Yes,14.0,42.9,12.7,6.97
123,92,104,4.43,199.7,27.1,81.1,Sandy,Punjab,Kharif,Cotton,1.87,234.0,Yes,8.7,31.7,13.7,5.95
51,16,152,4.75,196.5,34.8,44.5,Silty,West Bengal,Kharif,Cotton,0.99,2633.0,Yes,9.3,35.4,29.3,2.38
55,118,78,6.4,182.8,38.6,53.6,Chalky,Andhra Pradesh,Kharif,Barley,2.4,2057.0,Yes,20.9,8.5,23.5,6.02
26,72,91,5.68,291.8,28.9,89.1,Clay,Gujarat,Rabi,Maize,0.33,688.0,No,21.4,33.4,6.2,6.39
106,114,16,5.26,265.5,31.0,74.1,Loamy,Maharashtra,Zaid,Rice,2.81,1403.0,No,21.4,34.4,5.1,2.7
43,114,162,4.52,238.0,35.1,71.6,Loamy,Punjab,Kharif,Wheat,1.6,2289.0,No,19.5,15.6,28.0,6.02
10,82,95,6.78,107.5,21.2,68.2,Peaty,Bihar,Zaid,Bajra,1.19,117.0,Yes,7.0,6.8,11.1,7.14
71,11,173,7.69,270.7,24.4,67.3,Clay,West Bengal,Kharif,Sugarcane,0.49,1424.0,Yes,17.3,45.9,12.2,4.47
13,87,47,5.77,161.3,25.2,55.0,Peaty,Tamil Nadu,Zaid,Maize,2.82,1752.0,No,12.5,33.3,11.6,5.91
36,30,32,6.51,238.0,31.6,75.2,Loamy,Punjab,Kharif,Barley,2.6,422.0,No,5.0,33.2,8.8,5.72
65,52,72,7.62,238.3,28.2,61.5,Sandy,Tamil Nadu,Rabi,Cotton,2.84,1159.0,No,9.2,34.2,25.2,2.24
70,99,28,7.24,225.5,26.6,64.4,Loamy,Tamil Nadu,Zaid,Pulses,0.78,2896.0,Yes,25.3,31.3,16.8,5.76
116,42,12,5.55,220.9,33.1,73.8,Clay,Bihar,Kharif,Wheat,0.31,788.0,No,23.1,10.5,2.0,7.22
10,68,31,5.28,218.2,29.7,78.0,Peaty,Punjab,Zaid,Cotton,1.55,2790.0,Yes,15.2,9.0,17.0,5.6
0,58,168,4.25,86.8,36.9,55.2,Chalky,Andhra Pradesh,Zaid,Barley,1.19,576.0,No,20.7,32.0,27.4,2.13
70,35,101,6.85,180.6,37.4,85.7,Sandy,West Bengal,Rabi,Cotton,2.7,2421.0,No,14.4,47.4,9.5,3.35
29,86,163,4.31,238.8,35.0,70.1,Clay,Andhra Pradesh,Rabi,Maize,0.75,2238.0,No,29.2,5.1,11.6,2.05
19,28,79,7.87,293.0,35.0,43.5,Sandy,Andhra Pradesh,Zaid,Sugarcane,1.01,1090.0,No,29.8,28.8,1.5,9.85
79,24,172,5.78,275.2,35.1,53.9,Loamy,Maharashtra,Kharif,Maize,1.74,1981.0,Yes,5.2,15.4,8.3,1.51
34,115,118,4.87,64.3,24.4,42.3,Loamy,West Bengal,Zaid,Maize,1.08,928.0,No,6.2,27.4,17.5,5.04
54,81,70,4.44,206.0,31.6,73.5,Silty,Bihar,Rabi,Wheat,1.71,1268.0,Yes,1.8,33.6,14.8,5.5
51,113,73,7.66,244.2,21.6,66.2,Sandy,Bihar,Zaid,Rice,2.8,697.0,No,17.6,42.4,17.6,7.05
122,78,67,6.48,202.9,37.2,70.9,Peaty,West Bengal,Rabi,Cotton,1.78,563.0,Yes,2.2,13.1,9.5,3.65
40,27,179,4.34,219.9,32.0,86.6,Clay,Andhra Pradesh,Zaid,Wheat,2.03,333.0,No,25.3,19.2,6.3,3.91
117,8,153,7.97,111.9,27.0,55.2,Chalky,Punjab,Rabi,Barley,2.96,2347.0,No,8.2,15.3,17.4,7.58
66,77,140,6.15,126.6,37.2,50.7,Loamy,West Bengal,Rabi,Maize,0.66,1045.0,Yes,2.0,7.9,15.1,1.27
15,69,37,5.38,250.5,20.8,57.9,Peaty,Maharashtra,Rabi,Barley,1.22,2314.0,Yes,10.7,22.2,4.0,3.74
44,110,43,8.45,102.3,23.5,89.2,Sandy,West Bengal,Zaid,Rice,1.93,616.0,No,15.8,21.1,20.5,8.72
50,105,144,6.83,54.6,39.6,66.0,Peaty,Bihar,Zaid,Rice,0.8,2425.0,Yes,9.6,30.2,27.6,5.41
127,12,61,4.2,211.3,25.2,65.7,Loamy,Andhra Pradesh,Kharif,Barley,1.53,2574.0,No,20.8,17.4,12.7,8.94
8,115,102,7.89,125.2,37.5,51.8,Loamy,West Bengal,Zaid,Sugarcane,2.13,53.0,Yes,23.8,30.8,24.0,5.35
46,139,111,7.63,259.6,30.9,72.4,Peaty,Tamil Nadu,Rabi,Sugarcane,2.88,1465.0,No,13.8,14.4,23.7,5.84
122,74,182,6.07,204.5,39.7,67.4,Peaty,Maharashtra,Zaid,Rice,0.74,1250.0,Yes,25.0,48.0,24.4,4.01
31,59,9,6.77,247.4,36.9,78.7,Clay,Punjab,Zaid,Barley,1.59,1467.0,Yes,19.8,46.4,8.9,2.96
107,9,178,6.72,74.2,32.8,65.8,Sandy,Maharashtra,Zaid,Pulses,1.4,1379.0,Yes,14.2,17.2,3.1,5.59
87,118,75,8.28,146.1,21.5,56.8,Peaty,Gujarat,Rabi,Barley,1.18,2939.0,No,20.2,48.3,22.0,5.91
76,117,114,6.23,174.4,39.4,41.3,Clay,Gujarat,Rabi,Rice,1.48,2942.0,No,21.4,13.0,13.5,3.83
30,141,153,7.53,280.3,34.1,59.4,Silty,Maharashtra,Rabi,Bajra,2.18,2321.0,No,24.7,11.5,22.7,7.58
93,130,119,4.05,225.5,26.0,79.9,Sandy,Maharashtra,Zaid,Sugarcane,0.66,220.0,No,7.4,39.5,7.7,7.93
120,58,136,4.26,139.9,36.1,87.9,Silty,Punjab,Rabi,Wheat,0.34,66.0,Yes,8.8,5.3,24.9,4.5
60,125,154,5.54,56.4,22.8,49.8,Clay,Andhra Pradesh,Zaid,Maize,2.7,257.0,No,19.1,6.7,13.6,9.56
31,109,33,5.83,191.7,33.0,64.2,Peaty,Bihar,Zaid,Pulses,2.63,1242.0,Yes,1.8,8.9,15.3,3.43
111,42,177,6.55,54.8,22.4,77.3,Loamy,Punjab,Zaid,Rice,2.98,1505.0,Yes,24.8,16.3,18.3,4.99
53,43,150,7.7,85.4,33.7,64.6,Silty,Andhra Pradesh,Rabi,Pulses,2.49,2714.0,No,2.0,9.4,10.5,3.07
75,83,102,6.46,178.3,29.6,42.8,Loamy,Gujarat,Rabi,Wheat,2.86,2768.0,Yes,28.5,41.7,13.6,6.91
52,14,97,7.81,183.2,25.8,79.8,Silty,Andhra Pradesh,Kharif,Pulses,2.11,580.0,Yes,12.5,17.6,6.1,7.44
39,139,146,8.28,188.8,33.7,48.8,Chalky,Bihar,Zaid,Rice,2.06,1584.0,No,26.5,46.8,19.9,2.96
36,101,39,7.1,128.9,33.3,46.4,Peaty,Bihar,Rabi,Bajra,0.88,1964.0,No,26.4,49.9,2.7,5.05
105,82,130,4.25,238.0,28.1,45.3,Chalky,Bihar,Kharif,Bajra,2.71,1.0,Yes,4.9,16.4,29.9,6.79
71,108,166,4.96,246.3,21.7,82.0,Peaty,West Bengal,Rabi,Maize,1.74,537.0,Yes,10.6,8.0,14.4,2.98
90,62,74,6.85,186.4,40.0,78.8,Clay,Andhra Pradesh,Kharif,Rice,2.93,1086.0,No,14.4,27.4,13.3,9.2
113,15,157,8.1,147.5,30.8,46.2,Clay,Andhra Pradesh,Kharif,Jowar,0.85,2787.0,No,25.2,27.0,3.4,8.26
26,49,75,6.26,208.6,33.2,69.3,Clay,Bihar,Kharif,Sugarcane,1.68,998.0,No,25.7,35.6,8.4,3.8
107,81,28,5.02,91.1,26.1,74.8,Clay,Tamil Nadu,Kharif,Maize,0.57,2779.0,Yes,2.0,12.8,17.7,5.04
95,128,138,6.66,243.2,23.7,75.9,Sandy,West Bengal,Zaid,Pulses,1.43,2913.0,Yes,5.3,48.2,3.0,4.96
47,71,200,7.38,164.7,22.9,65.3,Silty,Gujarat,Kharif,Sugarcane,2.27,23.0,Yes,17.1,23.6,26.9,7.9
137,60,75,4.56,58.4,23.4,65.1,Loamy,Tamil Nadu,Kharif,Bajra,1.93,805.0,No,2.7,19.7,19.2,7.96
33,100,93,5.59,130.4,38.5,88.6,Sandy,West Bengal,Kharif,Maize,1.1,437.0,No,20.9,40.2,20.4,3.91
31,91,107,5.49,175.8,35.4,70.9,Loamy,Gujarat,Rabi,Maize,0.44,2660.0,Yes,13.8,18.6,17.9,1.93
72,9,127,7.13,262.0,26.9,49.1,Chalky,Bihar,Rabi,Sugarcane,2.3,1243.0,No,7.2,42.2,6.3,2.5
55,125,69,7.25,298.0,22.3,65.2,Clay,Gujarat,Kharif,Cotton,2.42,818.0,Yes,29.5,36.4,8.2,3.6
6,13,189,6.08,168.9,34.0,67.0,Chalky,Bihar,Kharif,Wheat,2.86,1415.0,No,1.6,30.9,19.5,6.96
92,43,156,5.75,166.0,21.2,86.6,Sandy,Bihar,Kharif,Rice,0.43,263.0,Yes,29.7,9.9,2.7,6.14
42,25,11,6.0,68.4,24.5,64.7,Loamy,Punjab,Rabi,Barley,2.48,1270.0,No,2.4,46.3,22.6,8.25
44,60,185,5.05,297.8,27.5,53.6,Silty,Bihar,Kharif,Maize,2.79,924.0,No,13.8,35.3,19.9,7.92
95,130,29,6.62,271.4,34.2,64.4,Loamy,Punjab,Rabi,Barley,1.87,2517.0,Yes,28.2,41.8,25.8,5.27
1,37,36,8.26,124.9,24.1,75.7,Clay,Bihar,Rabi,Bajra,2.63,2558.0,No,5.0,33.2,20.7,8.35
38,17,146,8.49,225.4,22.7,88.0,Sandy,Gujarat,Kharif,Bajra,2.14,72.0,No,11.7,45.8,15.3,6.94
137,143,192,5.59,105.4,39.0,66.7,Clay,Punjab,Kharif,Wheat,0.44,2665.0,No,28.6,26.0,7.2,5.95
12,90,144,4.46,182.3,35.0,85.3,Sandy,Bihar,Rabi,Rice,1.65,1697.0,No,11.8,41.5,11.5,2.02
75,20,85,5.92,71.7,24.6,85.0,Sandy,Gujarat,Rabi,Rice,2.53,843.0,Yes,13.5,18.9,2.3,4.76
53,128,163,5.94,230.2,36.6,85.5,Chalky,Punjab,Rabi,Maize,0.64,1348.0,Yes,14.7,45.6,24.0,8.0
39,46,73,4.78,254.3,35.2,78.0,Clay,Tamil Nadu,Kharif,Rice,2.68,233.0,Yes,11.4,6.9,23.4,3.88
110,74,195,7.52,89.9,27.2,43.9,Clay,Tamil Nadu,Zaid,Wheat,2.32,1068.0,No,21.7,18.0,24.6,7.9
9,137,121,4.91,256.2,26.5,88.2,Loamy,Punjab,Rabi,Barley,0.22,2103.0,No,14.8,19.7,15.9,1.14
133,134,155,5.24,86.2,33.9,83.1,Silty,Andhra Pradesh,Zaid,Sugarcane,2.47,1018.0,Yes,26.0,25.1,25.7,5.13
95,138,102,6.97,86.0,38.0,53.0,Silty,Punjab,Zaid,Maize,0.28,1490.0,Yes,21.3,27.7,24.6,3.14
35,98,97,6.12,257.1,25.3,60.4,Clay,West Bengal,Zaid,Pulses,0.99,1701.0,No,23.5,49.4,9.9,5.32
56,133,58,5.09,180.5,37.1,56.1,Clay,Bihar,Kharif,Pulses,1.24,2344.0,No,16.3,17.8,13.2,2.97
61,133,150,4.92,249.6,24.3,79.7,Clay,Bihar,Zaid,Sugarcane,2.51,1952.0,No,13.0,31.4,16.1,9.42
32,56,44,6.21,131.7,36.6,54.8,Peaty,Punjab,Zaid,Barley,2.72,2394.0,Yes,17.4,33.2,24.4,7.54
122,55,157,4.56,72.3,37.8,67.3,Peaty,Bihar,Kharif,Rice,2.88,319.0,Yes,19.7,24.5,20.5,6.15
133,126,138,4.84,230.4,27.1,60.8,Peaty,West Bengal,Zaid,Pulses,1.71,2800.0,Yes,26.9,6.0,29.4,4.49
40,90,133,7.0,88.8,36.4,66.9,Silty,Gujarat,Zaid,Wheat,2.1,494.0,No,3.1,6.4,10.7,5.26
89,50,127,4.35,263.7,28.6,66.0,Peaty,Bihar,Rabi,Bajra,0.27,1967.0,No,29.2,19.5,10.8,1.87
65,72,66,6.24,155.8,39.9,42.5,Peaty,Maharashtra,Rabi,Jowar,1.27,1811.0,No,11.7,35.5,2.7,1.41
108,99,154,4.6,84.8,36.9,71.8,Sandy,Bihar,Rabi,Barley,2.55,1699.0,No,14.5,34.0,24.1,7.28
117,104,193,4.43,215.4,31.6,76.4,Loamy,Punjab,Kharif,Cotton,2.55,1736.0,Yes,27.9,44.4,13.9,8.37
97,7,58,8.28,260.3,35.7,68.9,Loamy,Punjab,Kharif,Rice,1.96,2775.0,Yes,29.4,33.0,8.0,9.87
35,29,193,4.75,287.8,36.6,45.8,Silty,Punjab,Zaid,Maize,1.11,12.0,No,8.5,24.6,21.9,4.21
63,66,186,4.81,113.8,27.0,75.2,Loamy,Maharashtra,Rabi,Cotton,2.8,403.0,No,16.2,21.2,18.1,2.14
35,84,188,8.26,176.1,39.4,81.7,Peaty,Maharashtra,Rabi,Jowar,0.85,374.0,No,24.8,6.7,10.0,5.07
65,72,150,8.14,261.0,37.7,44.1,Clay,West Bengal,Zaid,Barley,1.6,2693.0,No,26.8,40.3,24.9,8.65
96,15,98,8.11,199.3,36.9,64.9,Peaty,Gujarat,Rabi,Barley,0.6,1698.0,No,17.9,31.0,18.6,1.13
78,79,151,5.14,252.1,26.2,45.9,Loamy,Maharashtra,Kharif,Rice,1.78,1243.0,No,3.5,26.6,21.3,2.49
0,132,124,7.57,169.9,33.4,72.4,Sandy,Gujarat,Zaid,Wheat,2.27,323.0,No,0.5,30.0,14.2,8.35
133,130,96,8.04,54.5,24.0,75.2,Sandy,Gujarat,Kharif,Bajra,2.87,589.0,No,22.7,49.4,21.9,8.09
49,136,159,4.34,267.3,23.6,47.6,Clay,Tamil Nadu,Rabi,Barley,0.53,1578.0,Yes,0.9,12.9,9.5,8.61
4,45,35,8.18,284.6,39.4,49.8,Sandy,Bihar,Zaid,Pulses,2.11,945.0,Yes,28.4,5.8,24.0,3.05
101,128,181,5.88,252.1,29.2,89.9,Loamy,Bihar,Kharif,Pulses,1.4,1626.0,Yes,18.9,44.4,2.7,5.35
77,78,44,8.44,97.1,23.6,67.3,Clay,Maharashtra,Zaid,Jowar,1.55,1164.0,Yes,24.6,34.4,2.7,6.06
88,62,36,6.23,223.7,22.1,57.1,Sandy,West Bengal,Rabi,Maize,0.9,322.0,No,22.2,18.8,24.4,9.96
13,11,17,4.28,208.5,21.1,64.2,Sandy,Maharashtra,Kharif,Bajra,1.57,314.0,Yes,2.0,39.5,10.1,4.0
126,6,25,7.44,274.5,24.4,45.3,Sandy,Maharashtra,Kharif,Cotton,1.95,1184.0,Yes,4.4,29.2,13.5,6.99
109,41,195,6.2,154.0,37.1,64.0,Loamy,Maharashtra,Zaid,Barley,2.0,576.0,No,20.5,41.2,14.9,9.84
55,49,195,5.9,66.2,33.4,53.5,Peaty,Punjab,Rabi,Barley,1.0,2396.0,No,16.0,21.7,17.7,6.97
62,9,166,8.19,121.5,37.7,62.3,Loamy,Maharashtra,Zaid,Rice,1.38,732.0,No,9.1,22.3,10.9,3.7
8,27,46,4.22,113.9,26.4,64.8,Sandy,Maharashtra,Kharif,Rice,1.82,2500.0,No,28.8,28.5,2.9,3.37
26,111,5,7.43,229.8,22.3,72.3,Peaty,Gujarat,Rabi,Bajra,0.95,55.0,Yes,29.2,18.1,28.9,3.89
47,51,36,4.54,77.4,31.4,77.4,Silty,Andhra Pradesh,Kharif,Pulses,0.58,1470.0,No,11.1,42.6,21.1,1.95
119,104,30,5.04,210.9,35.0,41.5,Silty,Andhra Pradesh,Zaid,Rice,1.38,1225.0,No,0.5,31.5,15.5,7.48
81,62,68,4.82,133.6,36.3,58.9,Chalky,Punjab,Zaid,Cotton,2.94,916.0,Yes,28.3,30.7,18.2,6.79
120,14,109,4.86,269.7,27.1,51.7,Sandy,Tamil Nadu,Rabi,Rice,1.29,1846.0,No,8.0,7.0,25.4,4.78
123,84,81,8.5,296.9,20.6,47.0,Loamy,Tamil Nadu,Zaid,Barley,2.46,2106.0,Yes,16.9,29.9,18.2,7.06
109,91,190,7.44,139.8,29.8,63.0,Peaty,Tamil Nadu,Zaid,Barley,0.32,1250.0,Yes,17.5,36.1,12.8,8.99
109,38,192,8.15,260.7,29.2,51.1,Sandy,Tamil Nadu,Rabi,Rice,1.52,324.0,No,1.0,46.6,18.8,8.84
16,132,163,6.21,168.1,37.1,82.6,Silty,Tamil Nadu,Rabi,Wheat,1.39,1183.0,No,20.3,11.6,2.6,8.24
43,37,84,6.17,161.9,27.7,53.8,Loamy,Gujarat,Rabi,Jowar,2.89,326.0,No,28.4,21.1,9.0,7.22
99,121,120,6.13,241.9,26.0,65.3,Sandy,Andhra Pradesh,Zaid,Jowar,2.96,2053.0,Yes,8.9,47.0,21.2,2.38
121,125,117,7.89,138.7,24.9,60.4,Clay,West Bengal,Zaid,Pulses,2.05,1088.0,No,25.5,48.2,23.5,4.28
103,102,193,7.61,199.6,26.9,40.5,Loamy,Maharashtra,Rabi,Barley,0.3,2325.0,Yes,2.6,42.9,16.3,3.12
41,135,149,6.29,81.8,37.9,50.9,Loamy,Bihar,Zaid,Wheat,1.66,84.0,Yes,17.1,42.9,20.7,8.55
100,107,166,7.68,173.3,28.2,71.8,Sandy,Punjab,Zaid,Pulses,1.56,1544.0,Yes,6.6,24.4,12.0,2.69
78,59,201,6.63,265.2,26.5,50.8,Chalky,Gujarat,Rabi,Sugarcane,1.57,1998.0,Yes,4.9,31.9,13.4,5.52
135,119,31,6.45,221.9,38.5,82.2,Loamy,West Bengal,Kharif,Barley,1.62,1630.0,Yes,12.8,33.1,8.5,6.72
69,77,173,7.58,110.6,35.1,85.2,Chalky,Punjab,Rabi,Jowar,0.88,1135.0,Yes,22.0,19.3,24.0,1.41
32,111,50,6.64,260.1,21.2,77.6,Clay,Maharashtra,Kharif,Sugarcane,2.58,398.0,Yes,8.5,16.1,12.6,5.59
122,91,187,5.21,244.0,21.2,74.5,Silty,Bihar,Rabi,Maize,0.96,1873.0,Yes,22.9,27.4,2.1,9.98
90,56,87,7.07,143.9,28.1,42.9,Silty,Andhra Pradesh,Rabi,Barley,2.21,99.0,No,1.8,22.6,24.5,2.15
37,22,158,8.45,137.0,31.4,40.4,Clay,Tamil Nadu,Zaid,Sugarcane,1.45,1291.0,Yes,22.5,7.2,22.3,6.5
45,96,134,5.54,187.5,21.8,62.1,Clay,Maharashtra,Zaid,Bajra,2.54,137.0,Yes,23.1,27.7,24.8,9.43
74,136,134,5.25,188.1,37.8,45.5,Peaty,Tamil Nadu,Zaid,Cotton,2.97,2248.0,Yes,18.7,11.8,2.1,7.45
37,32,7,5.45,204.7,26.3,80.4,Chalky,Tamil Nadu,Zaid,Rice,2.71,703.0,No,28.5,13.3,10.1,9.91
106,19,192,6.16,170.4,27.2,48.5,Chalky,Tamil Nadu,Kharif,Barley,1.64,397.0,Yes,12.5,13.0,14.4,2.61
20,103,40,6.96,282.1,36.2,41.3,Silty,Andhra Pradesh,Rabi,Bajra,0.68,1941.0,Yes,18.6,29.6,14.0,4.61
29,90,171,6.35,83.9,34.6,56.0,Peaty,Andhra Pradesh,Kharif,Cotton,2.18,1904.0,No,4.9,28.0,7.7,8.34
58,7,49,6.85,148.5,28.4,51.9,Chalky,Punjab,Kharif,Pulses,2.2,146.0,No,3.8,28.8,5.4,9.33
73,44,181,7.45,274.0,23.0,75.7,Peaty,Bihar,Zaid,Maize,0.58,1066.0,Yes,22.2,17.4,23.7,4.85
99,134,112,4.83,161.5,28.6,83.9,Loamy,West Bengal,Zaid,Wheat,1.67,1659.0,No,26.5,13.6,22.9,7.43
10,57,197,4.07,185.3,22.4,73.0,Chalky,Maharashtra,Zaid,Bajra,2.58,2312.0,No,24.9,31.8,3.6,8.86
7,70,68,6.12,279.6,26.8,77.0,Loamy,Tamil Nadu,Zaid,Cotton,1.32,2376.0,Yes,13.1,43.5,29.7,3.04
85,110,32,6.88,71.5,34.4,56.5,Clay,Andhra Pradesh,Rabi,Rice,2.96,2298.0,Yes,26.6,45.0,19.6,8.4
42,110,200,7.64,77.9,23.0,74.9,Clay,Punjab,Kharif,Pulses,1.68,1451.0,No,3.9,16.1,17.2,7.34
11,104,90,8.22,215.9,28.2,58.7,Clay,Tamil Nadu,Zaid,Wheat,2.18,1681.0,Yes,6.1,17.1,19.6,4.33
104,72,123,6.16,195.0,27.0,71.6,Clay,West Bengal,Zaid,Maize,1.77,1427.0,No,17.2,42.0,6.7,9.31
54,89,40,7.16,152.8,23.5,67.7,Loamy,Maharashtra,Zaid,Jowar,1.51,840.0,No,6.7,42.2,6.5,8.01
37,57,187,5.39,214.4,30.0,64.0,Clay,Gujarat,Zaid,Bajra,2.97,1768.0,Yes,22.8,43.2,19.0,3.23
18,64,25,7.26,261.2,26.1,66.4,Sandy,Tamil Nadu,Rabi,Cotton,2.21,2478.0,Yes,25.9,21.3,20.0,9.98
103,42,190,5.14,175.6,31.5,72.9,Peaty,Punjab,Rabi,Cotton,2.65,268.0,Yes,9.6,41.2,2.8,7.58
113,51,92,6.66,125.9,27.2,46.8,Loamy,Gujarat,Rabi,Cotton,0.48,306.0,Yes,11.0,22.3,2.8,5.7
0,56,119,5.31,67.0,22.6,47.5,Peaty,Punjab,Kharif,Sugarcane,2.33,882.0,No,8.5,18.2,9.8,3.32
97,144,27,4.03,159.6,38.9,86.9,Chalky,Punjab,Zaid,Sugarcane,2.7,838.0,Yes,13.0,19.7,1.4,1.74
7,95,63,8.08,216.6,37.2,40.3,Chalky,Bihar,Zaid,Cotton,1.45,2795.0,Yes,20.6,21.4,24.1,7.54
2,140,186,5.35,265.8,21.5,52.2,Loamy,West Bengal,Kharif,Sugarcane,0.83,2093.0,No,19.3,47.4,1.7,6.5
72,100,110,8.22,146.8,32.4,53.3,Peaty,Gujarat,Rabi,Cotton,0.4,2180.0,No,27.4,9.3,7.3,5.02
139,99,117,4.68,157.2,34.0,83.7,Sandy,Tamil Nadu,Zaid,Pulses,0.38,483.0,Yes,13.2,47.7,17.3,6.61
3,135,145,5.54,102.6,38.5,53.9,Chalky,Bihar,Kharif,Jowar,1.78,206.0,Yes,17.0,31.0,24.9,9.95
